254,Bespalov Mitrofan,Chemistry,66
263,Lobanov Ernest,Algebra,66
265,Veselov Anton,Geography,66
266,Komissarov Klim,History,78
267,Stepanov Gordey,Health,78
268,Bespalov Mitrofan,English,66
274,Rusakov Yuri,English,66
292,Bespalov Mitrofan,Algebra,66
294,Boris Kulikov,Art,66
296,Lobanov Ernest,PE,66
299,Stepanov Gordey,Chemistry,78
301,Lobanov Ernest,Chemistry,78
302,Prokhorov Ludwig,Art,66
303,Stepanov Gordey,Health,66
305,Stepanov Gordey,Chemistry,66
308,Lobanov Ernest,Health,66
312,Veselov Anton,PE,66
314,Lobanov Ernest,PE,78
315,Sukhanov Arsen,Algebra,78
317,Lobanov Ernest,Algebra,78
318,Lobanov Ernest,Biology,66
320,Prokhorov Ludwig,English,78
322,Sukhanov Arsen,Chemistry,66
327,Ilyin Mechislav,PE,66
330,Lobanov Ernest,English,78
341,Stepanov Gordey,Algebra,66
342,Komissarov Klim,Chemistry,66
345,Boris Kulikov,History,66
347,Boris Kulikov,Geometry,78
349,Boris Kulikov,Art,66
353,Boris Kulikov,Chemistry,78
360,Ilyin Mechislav,Algebra,78
361,Sukhanov Arsen,History,78
363,Komissarov Klim,Geometry,78
364,Lobanov Ernest,PE,78
369,Prokhorov Ludwig,Health,66
373,Prokhorov Ludwig,Biology,78
375,Prokhorov Ludwig,Health,66
380,Sukhanov Arsen,Chemistry,78
382,Rusakov Yuri,Health,66
385,Prokhorov Ludwig,Geography,66
387,Sukhanov Arsen,History,78
390,Prokhorov Ludwig,PE,78
391,Komissarov Klim,PE,66
392,Veselov Anton,History,66
396,Boris Kulikov,Biology,78
397,Komissarov Klim,PE,66
400,Lobanov Ernest,Health,78
407,Boris Kulikov,Biology,78
410,Prokhorov Ludwig,Geometry,78
411,Prokhorov Ludwig,Geometry,66
412,Bespalov Mitrofan,Art,66
413,Stepanov Gordey,English,78
414,Ilyin Mechislav,Algebra,78
416,Boris Kulikov,History,66
424,Bespalov Mitrofan,Geometry,66
425,Stepanov Gordey,Algebra,78
426,Veselov Anton,Chemistry,66
429,Bespalov Mitrofan,Art,78
430,Stepanov Gordey,English,66
437,Sukhanov Arsen,Health,66
440,Veselov Anton,Geography,78
444,Sukhanov Arsen,PE,66
447,Bespalov Mitrofan,Algebra,78
449,Veselov Anton,English,66
450,Lobanov Ernest,Art,66
452,Prokhorov Ludwig,Chemistry,78
455,Komissarov Klim,Health,66
459,Sukhanov Arsen,History,78
464,Stepanov Gordey,Chemistry,78
468,Ilyin Mechislav,Chemistry,78
473,Sukhanov Arsen,Geography,78
481,Boris Kulikov,PE,66
483,Lobanov Ernest,Algebra,78
485,Veselov Anton,Art,66
495,Prokhorov Ludwig,Geometry,78
497,Bespalov Mitrofan,Biology,78
505,Boris Kulikov,Art,78
507,Stepanov Gordey,Chemistry,78
508,Stepanov Gordey,Health,66
518,Sukhanov Arsen,Chemistry,66
519,Rusakov Yuri,Chemistry,66
520,Sukhanov Arsen,Biology,66
524,Rusakov Yuri,PE,78
526,Rusakov Yuri,Biology,78
529,Sukhanov Arsen,History,66
535,Boris Kulikov,Geography,66
543,Sukhanov Arsen,Algebra,66
546,Prokhorov Ludwig,Geography,78
548,Komissarov Klim,Chemistry,78
549,Komissarov Klim,History,66
550,Veselov Anton,Art,78
552,Rusakov Yuri,Algebra,78
553,Prokhorov Ludwig,Chemistry,78
556,Veselov Anton,Chemistry,78
561,Boris Kulikov,History,66
563,Veselov Anton,Chemistry,78
564,Lobanov Ernest,History,78
569,Komissarov Klim,Geometry,66
570,Ilyin Mechislav,PE,66
572,Bespalov Mitrofan,PE,66
574,Komissarov Klim,Geometry,66
576,Boris Kulikov,English,78
577,Rusakov Yuri,Health,78
578,Sukhanov Arsen,Geometry,66
579,Boris Kulikov,Algebra,78
587,Stepanov Gordey,Algebra,78
588,Lobanov Ernest,History,78
589,Lobanov Ernest,Biology,78
590,Lobanov Ernest,Geometry,66
593,Stepanov Gordey,English,78
595,Ilyin Mechislav,Algebra,78
601,Boris Kulikov,Geography,78
604,Bespalov Mitrofan,History,66
606,Lobanov Ernest,History,66
607,Veselov Anton,Chemistry,78
615,Sukhanov Arsen,Chemistry,78
616,Lobanov Ernest,Geography,78
617,Veselov Anton,English,66
629,Ilyin Mechislav,Chemistry,78
632,Bespalov Mitrofan,Chemistry,66
636,Boris Kulikov,English,78
637,Rusakov Yuri,Geography,78
638,Sukhanov Arsen,PE,66
639,Ilyin Mechislav,Art,78
644,Ilyin Mechislav,Art,78
647,Rusakov Yuri,English,66
650,Boris Kulikov,PE,78
652,Boris Kulikov,Health,78
659,Sukhanov Arsen,Art,66
661,Prokhorov Ludwig,Algebra,66
667,Sukhanov Arsen,English,78
669,Komissarov Klim,Health,78
673,Boris Kulikov,Biology,66
674,Prokhorov Ludwig,Biology,66
675,Prokhorov Ludwig,Geometry,78
680,Bespalov Mitrofan,Geometry,66
684,Lobanov Ernest,PE,66
685,Komissarov Klim,English,78
687,Bespalov Mitrofan,Health,78
703,Prokhorov Ludwig,Algebra,78
704,Sukhanov Arsen,Chemistry,66
705,Lobanov Ernest,Chemistry,66
706,Ilyin Mechislav,Geometry,78
707,Veselov Anton,PE,66
709,Stepanov Gordey,Geography,78
721,Boris Kulikov,English,78
726,Rusakov Yuri,Art,78
732,Boris Kulikov,English,78
737,Prokhorov Ludwig,Algebra,66
738,Rusakov Yuri,Biology,78
739,Rusakov Yuri,PE,78
745,Lobanov Ernest,Geometry,66
746,Lobanov Ernest,Chemistry,66
751,Boris Kulikov,History,66
753,Stepanov Gordey,Chemistry,66
760,Boris Kulikov,Algebra,78
761,Komissarov Klim,PE,66
766,Boris Kulikov,Health,66
773,Bespalov Mitrofan,History,66
776,Ilyin Mechislav,Algebra,66
784,Ilyin Mechislav,History,66
788,Boris Kulikov,Geometry,78
791,Rusakov Yuri,English,66
792,Komissarov Klim,Chemistry,66
794,Sukhanov Arsen,Geometry,66
796,Lobanov Ernest,Chemistry,78
798,Prokhorov Ludwig,Geometry,78
805,Rusakov Yuri,Health,78
806,Rusakov Yuri,PE,78
808,Bespalov Mitrofan,Art,66
809,Ilyin Mechislav,History,66
810,Lobanov Ernest,Geometry,78
814,Sukhanov Arsen,English,66
815,Rusakov Yuri,Geometry,66
816,Rusakov Yuri,Geometry,66
817,Bespalov Mitrofan,Geography,78
821,Stepanov Gordey,PE,66
827,Veselov Anton,PE,78
829,Boris Kulikov,English,66
830,Boris Kulikov,PE,66
835,Rusakov Yuri,Chemistry,66
837,Boris Kulikov,Biology,78
838,Sukhanov Arsen,Biology,78
841,Sukhanov Arsen,English,78
859,Rusakov Yuri,PE,66
871,Sukhanov Arsen,Chemistry,78
872,Komissarov Klim,PE,66
880,Sukhanov Arsen,Geography,66
881,Lobanov Ernest,Art,66
882,Boris Kulikov,Algebra,66
886,Rusakov Yuri,Geometry,78
894,Bespalov Mitrofan,Geometry,78
896,Sukhanov Arsen,Geography,78
904,Bespalov Mitrofan,English,66
908,Sukhanov Arsen,Biology,66
910,Sukhanov Arsen,Geography,66
912,Veselov Anton,Algebra,66
914,Komissarov Klim,Health,66
915,Lobanov Ernest,History,78
918,Bespalov Mitrofan,Algebra,78
921,Bespalov Mitrofan,Health,78
924,Lobanov Ernest,English,66
925,Ilyin Mechislav,English,66
928,Sukhanov Arsen,Art,66
929,Bespalov Mitrofan,Chemistry,78
931,Rusakov Yuri,Health,66
944,Bespalov Mitrofan,Geography,78
945,Lobanov Ernest,Geometry,66
949,Boris Kulikov,Art,78
952,Boris Kulikov,English,78
954,Ilyin Mechislav,History,66
958,Sukhanov Arsen,Geography,78
959,Rusakov Yuri,Biology,78
960,Sukhanov Arsen,English,66
963,Bespalov Mitrofan,Geography,78
967,Ilyin Mechislav,History,78
970,Sukhanov Arsen,Biology,78
972,Boris Kulikov,PE,66
973,Lobanov Ernest,English,78
975,Bespalov Mitrofan,Biology,66
977,Bespalov Mitrofan,Geography,78
979,Stepanov Gordey,PE,66
980,Rusakov Yuri,History,66
981,Ilyin Mechislav,Geography,78
982,Veselov Anton,Geography,78
985,Bespalov Mitrofan,Geometry,78
992,Prokhorov Ludwig,History,78
997,Rusakov Yuri,English,66
1000,Stepanov Gordey,Health,78
1003,Veselov Anton,Biology,66
1010,Ilyin Mechislav,Art,78
1011,Ilyin Mechislav,Chemistry,66
1012,Ilyin Mechislav,Geography,78
1014,Rusakov Yuri,Biology,66
1016,Sukhanov Arsen,Biology,66
1021,Veselov Anton,Algebra,78
1023,Bespalov Mitrofan,English,78
1026,Stepanov Gordey,Health,78
1027,Stepanov Gordey,History,66
1029,Stepanov Gordey,PE,66
1032,Rusakov Yuri,Art,78
1034,Sukhanov Arsen,Algebra,66
1037,Rusakov Yuri,Algebra,78
1038,Lobanov Ernest,PE,78
1039,Rusakov Yuri,Algebra,78
1040,Komissarov Klim,History,78
1041,Sukhanov Arsen,Biology,66
1043,Lobanov Ernest,Health,66
1044,Boris Kulikov,Geography,66
1045,Komissarov Klim,Art,66
1047,Bespalov Mitrofan,History,78
1049,Stepanov Gordey,Art,78
1052,Boris Kulikov,Health,66
1056,Komissarov Klim,Biology,66
1061,Lobanov Ernest,PE,78
1064,Boris Kulikov,History,66
1066,Sukhanov Arsen,English,78
1067,Veselov Anton,Algebra,66
1069,Lobanov Ernest,Geometry,78
1071,Komissarov Klim,Art,78
1081,Komissarov Klim,Geography,78
1084,Sukhanov Arsen,PE,66
1085,Ilyin Mechislav,Health,66
1087,Sukhanov Arsen,Algebra,66
1088,Ilyin Mechislav,Biology,78
1091,Prokhorov Ludwig,Algebra,66
1094,Stepanov Gordey,Geography,78
1098,Prokhorov Ludwig,Biology,66
1100,Veselov Anton,English,66
1102,Prokhorov Ludwig,Geography,66
1103,Veselov Anton,Geometry,78
1106,Lobanov Ernest,Algebra,78
1108,Bespalov Mitrofan,Geography,78
1109,Lobanov Ernest,Geometry,66
1110,Veselov Anton,Biology,78
1114,Ilyin Mechislav,History,66
1116,Lobanov Ernest,PE,66
1119,Bespalov Mitrofan,Geography,78
1120,Sukhanov Arsen,Chemistry,66
1128,Boris Kulikov,Chemistry,78
1130,Boris Kulikov,Geography,78
1133,Stepanov Gordey,History,78
1134,Prokhorov Ludwig,English,66
1137,Lobanov Ernest,English,78
1140,Komissarov Klim,History,66
1142,Stepanov Gordey,PE,78
1145,Komissarov Klim,History,78
1148,Sukhanov Arsen,History,78
1154,Prokhorov Ludwig,Health,78
1158,Prokhorov Ludwig,Chemistry,78
1159,Boris Kulikov,English,66
1167,Sukhanov Arsen,Algebra,78
1168,Stepanov Gordey,Art,78
1170,Bespalov Mitrofan,Biology,66
1171,Lobanov Ernest,Health,78
1172,Veselov Anton,PE,66
1180,Rusakov Yuri,Algebra,66
1185,Stepanov Gordey,Algebra,78
1189,Sukhanov Arsen,Health,66
1194,Ilyin Mechislav,Chemistry,78
1197,Sukhanov Arsen,English,78
1199,Komissarov Klim,History,78
1200,Veselov Anton,Chemistry,66
1208,Bespalov Mitrofan,English,78
1209,Rusakov Yuri,History,66
1216,Lobanov Ernest,Geometry,66
1218,Bespalov Mitrofan,Chemistry,78
1224,Veselov Anton,Geometry,78
1227,Rusakov Yuri,Chemistry,78
1228,Veselov Anton,Art,66
1229,Veselov Anton,PE,66
1232,Veselov Anton,Geography,66
1235,Rusakov Yuri,Algebra,66
1239,Bespalov Mitrofan,History,78
1245,Komissarov Klim,PE,66
1247,Veselov Anton,PE,66
1249,Bespalov Mitrofan,Biology,66
1251,Bespalov Mitrofan,Art,66
1256,Stepanov Gordey,Biology,66
1258,Veselov Anton,Geometry,66
1259,Lobanov Ernest,Algebra,66
1261,Komissarov Klim,Algebra,78
1268,Bespalov Mitrofan,Chemistry,66
1270,Sukhanov Arsen,Health,78
1272,Sukhanov Arsen,Chemistry,66
1275,Sukhanov Arsen,English,66
1282,Ilyin Mechislav,Chemistry,78
1285,Stepanov Gordey,Art,66
1289,Rusakov Yuri,Geometry,78
1303,Boris Kulikov,Geometry,66
1304,Stepanov Gordey,History,78
1307,Ilyin Mechislav,Health,78
1310,Stepanov Gordey,Art,78
1316,Stepanov Gordey,Geometry,66
1317,Ilyin Mechislav,Geography,66
1318,Veselov Anton,Geography,78
1322,Bespalov Mitrofan,Geography,66
1335,Sukhanov Arsen,English,66
1340,Boris Kulikov,Chemistry,78
1342,Prokhorov Ludwig,History,66
1346,Veselov Anton,Art,78
1348,Sukhanov Arsen,Chemistry,78
1351,Stepanov Gordey,Algebra,78
1358,Komissarov Klim,History,66
1362,Veselov Anton,Health,66
1363,Komissarov Klim,English,66
1373,Lobanov Ernest,Chemistry,66
1375,Rusakov Yuri,Health,66
1376,Bespalov Mitrofan,Chemistry,78
1377,Stepanov Gordey,Geography,66
1381,Ilyin Mechislav,Geography,78
1389,Bespalov Mitrofan,English,66
1391,Lobanov Ernest,PE,66
1393,Prokhorov Ludwig,PE,66
1397,Stepanov Gordey,Art,66
1407,Boris Kulikov,Geometry,78
1409,Prokhorov Ludwig,Geometry,66
1413,Komissarov Klim,Geography,78
1414,Ilyin Mechislav,English,66
1415,Rusakov Yuri,History,66
1419,Komissarov Klim,Geometry,66
1422,Sukhanov Arsen,Chemistry,66
1423,Prokhorov Ludwig,PE,66
1425,Sukhanov Arsen,Algebra,78
1429,Stepanov Gordey,History,66
1430,Sukhanov Arsen,PE,66
1432,Bespalov Mitrofan,Algebra,66
1434,Veselov Anton,Algebra,66
1450,Bespalov Mitrofan,History,78
1454,Veselov Anton,History,78
1455,Rusakov Yuri,Health,66
1457,Rusakov Yuri,Geometry,66
1461,Ilyin Mechislav,Algebra,78
1468,Lobanov Ernest,Art,78
1471,Ilyin Mechislav,PE,78
1472,Bespalov Mitrofan,Art,66
1473,Boris Kulikov,Chemistry,78
1474,Komissarov Klim,History,66
1476,Stepanov Gordey,Health,66
1478,Ilyin Mechislav,PE,66
1479,Rusakov Yuri,Geometry,66
1481,Sukhanov Arsen,History,78
1486,Sukhanov Arsen,English,78
1495,Komissarov Klim,Health,66
1497,Veselov Anton,Algebra,78
1499,Sukhanov Arsen,Art,78
1503,Prokhorov Ludwig,Geometry,78
1507,Ilyin Mechislav,Geography,66
1509,Komissarov Klim,Biology,66
1511,Bespalov Mitrofan,Geometry,78
1513,Lobanov Ernest,History,66
1514,Komissarov Klim,Geography,78
1515,Bespalov Mitrofan,Algebra,66
1518,Sukhanov Arsen,Health,78
1528,Stepanov Gordey,History,78
1529,Lobanov Ernest,English,66
1531,Komissarov Klim,Geography,78
1532,Sukhanov Arsen,Art,66
1537,Sukhanov Arsen,Geometry,78
1538,Komissarov Klim,Geography,78
1539,Prokhorov Ludwig,PE,66
1540,Komissarov Klim,English,78
1544,Sukhanov Arsen,Geometry,66
1546,Lobanov Ernest,Geography,66
1547,Ilyin Mechislav,History,66
1550,Boris Kulikov,Geography,78
1554,Rusakov Yuri,Art,66
1556,Prokhorov Ludwig,Biology,66
1561,Veselov Anton,PE,78
1562,Boris Kulikov,Health,78
1563,Prokhorov Ludwig,Biology,78
1568,Sukhanov Arsen,Art,78
1569,Ilyin Mechislav,Health,78
1572,Bespalov Mitrofan,Art,78
1575,Lobanov Ernest,History,66
1578,Veselov Anton,Art,78
1579,Komissarov Klim,Geometry,66
1582,Bespalov Mitrofan,Chemistry,66
1583,Bespalov Mitrofan,Art,66
1584,Ilyin Mechislav,History,78
1585,Lobanov Ernest,Geometry,66
1586,Stepanov Gordey,Algebra,78
1587,Rusakov Yuri,Biology,78
1598,Stepanov Gordey,Biology,66
1601,Rusakov Yuri,English,66
1603,Boris Kulikov,English,78
1605,Lobanov Ernest,Biology,78
1608,Veselov Anton,English,66
1618,Veselov Anton,Algebra,66
1622,Lobanov Ernest,Art,78
1624,Stepanov Gordey,Algebra,78
1630,Lobanov Ernest,Geometry,78
1633,Sukhanov Arsen,Chemistry,66
1636,Bespalov Mitrofan,Health,78
1640,Sukhanov Arsen,History,66
1642,Bespalov Mitrofan,Geometry,66
1643,Rusakov Yuri,Biology,78
1646,Stepanov Gordey,PE,66
1653,Sukhanov Arsen,PE,78
1655,Veselov Anton,Chemistry,78
1660,Komissarov Klim,Art,66
1663,Stepanov Gordey,Algebra,66
1667,Boris Kulikov,English,66
1670,Veselov Anton,Health,66
1671,Veselov Anton,Geometry,66
1674,Ilyin Mechislav,History,66
1683,Komissarov Klim,PE,78
1691,Ilyin Mechislav,History,78
1693,Ilyin Mechislav,PE,78
1694,Veselov Anton,PE,66
1695,Rusakov Yuri,Geography,66
1697,Sukhanov Arsen,History,66
1702,Bespalov Mitrofan,Chemistry,66
1704,Veselov Anton,Algebra,78
1705,Stepanov Gordey,Geometry,66
1706,Ilyin Mechislav,English,78
1708,Ilyin Mechislav,Geometry,78
1710,Lobanov Ernest,Biology,66
1713,Boris Kulikov,Chemistry,78
1716,Lobanov Ernest,Algebra,78
1718,Rusakov Yuri,Health,78
1719,Boris Kulikov,PE,78
1720,Bespalov Mitrofan,Art,66
1724,Bespalov Mitrofan,English,78
1726,Bespalov Mitrofan,Art,66
1730,Stepanov Gordey,English,66
1731,Bespalov Mitrofan,History,78
1733,Veselov Anton,Algebra,78
1736,Boris Kulikov,Art,66
1737,Rusakov Yuri,History,66
1747,Komissarov Klim,Geography,78
1749,Veselov Anton,Art,66
1751,Stepanov Gordey,Geography,78
1752,Lobanov Ernest,PE,78
1757,Sukhanov Arsen,PE,66
1768,Sukhanov Arsen,Art,66
1769,Prokhorov Ludwig,Algebra,66
1777,Prokhorov Ludwig,Geometry,78
1780,Lobanov Ernest,Chemistry,66
1784,Stepanov Gordey,Algebra,66
1787,Komissarov Klim,PE,66
1789,Komissarov Klim,Chemistry,78
1792,Stepanov Gordey,History,66
1794,Prokhorov Ludwig,History,66
1796,Komissarov Klim,Biology,66
1803,Stepanov Gordey,Art,66
1818,Lobanov Ernest,Art,66
1821,Komissarov Klim,Chemistry,66
1822,Ilyin Mechislav,PE,78
1827,Sukhanov Arsen,Biology,78
1833,Sukhanov Arsen,Algebra,78
1838,Sukhanov Arsen,Algebra,78
1839,Bespalov Mitrofan,PE,66
1844,Komissarov Klim,Geography,78
1850,Boris Kulikov,Geometry,78
1864,Lobanov Ernest,History,66
1865,Ilyin Mechislav,Health,66
1866,Stepanov Gordey,Algebra,66
1867,Bespalov Mitrofan,Geometry,66
1869,Bespalov Mitrofan,Algebra,66
1870,Lobanov Ernest,Health,66
1873,Sukhanov Arsen,PE,78
1874,Rusakov Yuri,Chemistry,66
1875,Rusakov Yuri,Chemistry,66
1879,Lobanov Ernest,Chemistry,78
1884,Rusakov Yuri,Art,78
1886,Sukhanov Arsen,History,66
1887,Komissarov Klim,PE,78
1912,Prokhorov Ludwig,English,78
1913,Lobanov Ernest,History,78
1921,Bespalov Mitrofan,Art,78
1925,Komissarov Klim,Algebra,66
1928,Prokhorov Ludwig,PE,78
1939,Rusakov Yuri,Biology,78
1944,Rusakov Yuri,Chemistry,78
1946,Rusakov Yuri,Health,78
1947,Rusakov Yuri,Geometry,66
1951,Prokhorov Ludwig,PE,66
1954,Prokhorov Ludwig,Geography,66
1956,Lobanov Ernest,Health,78
1958,Boris Kulikov,Chemistry,66
1960,Prokhorov Ludwig,History,66
1971,Boris Kulikov,Biology,78
1979,Ilyin Mechislav,Geography,66
1981,Boris Kulikov,Art,66
1983,Ilyin Mechislav,Geometry,66
1985,Sukhanov Arsen,History,66
1986,Ilyin Mechislav,Geography,78
1992,Ilyin Mechislav,Health,66
1995,Ilyin Mechislav,Health,78
1996,Prokhorov Ludwig,Health,78
1998,Ilyin Mechislav,Geometry,66
1999,Ilyin Mechislav,Geography,78
2005,Rusakov Yuri,Algebra,78
2006,Ilyin Mechislav,Art,78
2008,Sukhanov Arsen,History,78
2010,Lobanov Ernest,Geometry,78
2011,Lobanov Ernest,Health,78
2012,Lobanov Ernest,Geometry,66
2020,Stepanov Gordey,Health,78
2024,Prokhorov Ludwig,Geometry,78
2025,Prokhorov Ludwig,PE,78
2028,Rusakov Yuri,History,66
2029,Lobanov Ernest,Geography,78
2031,Rusakov Yuri,PE,78
2035,Komissarov Klim,Algebra,78
2038,Prokhorov Ludwig,Algebra,78
2039,Rusakov Yuri,Geography,66
2041,Stepanov Gordey,Art,78
2044,Lobanov Ernest,Algebra,66
2047,Bespalov Mitrofan,Art,78
2049,Veselov Anton,PE,66
2052,Komissarov Klim,Geography,66
2054,Rusakov Yuri,Art,78
2055,Veselov Anton,Biology,66
2066,Boris Kulikov,Biology,78
2067,Ilyin Mechislav,Biology,78
2068,Komissarov Klim,PE,78
2071,Komissarov Klim,Biology,78
2074,Lobanov Ernest,English,66
2082,Komissarov Klim,Algebra,78
2093,Stepanov Gordey,Algebra,66
2097,Lobanov Ernest,History,66
2099,Veselov Anton,English,66
2102,Ilyin Mechislav,Geometry,78
2105,Komissarov Klim,Algebra,66
2107,Lobanov Ernest,Algebra,66
2108,Veselov Anton,Health,78
2109,Sukhanov Arsen,Health,78
2112,Sukhanov Arsen,Algebra,66
2113,Rusakov Yuri,PE,78
2114,Rusakov Yuri,Art,66
2115,Ilyin Mechislav,Algebra,78
2116,Stepanov Gordey,Algebra,66
2119,Bespalov Mitrofan,Geometry,66
2120,Bespalov Mitrofan,Biology,66
2121,Veselov Anton,English,78
2122,Prokhorov Ludwig,Health,78
2124,Boris Kulikov,English,66
2126,Sukhanov Arsen,Algebra,66
2128,Rusakov Yuri,PE,66
2134,Veselov Anton,Chemistry,78
2135,Bespalov Mitrofan,Biology,78
2136,Boris Kulikov,Health,66
2138,Sukhanov Arsen,Geography,66
2140,Stepanov Gordey,Chemistry,66
2142,Ilyin Mechislav,Health,78
2143,Sukhanov Arsen,Geometry,66
2147,Stepanov Gordey,English,78
2149,Lobanov Ernest,Geography,66
2150,Bespalov Mitrofan,PE,66
2151,Sukhanov Arsen,Health,66
2154,Sukhanov Arsen,Geography,78
2156,Ilyin Mechislav,Chemistry,66
2158,Boris Kulikov,Geometry,66
2160,Veselov Anton,Geometry,78
2167,Lobanov Ernest,History,78
2169,Bespalov Mitrofan,History,78
2171,Prokhorov Ludwig,Art,78
2173,Stepanov Gordey,Health,78
2178,Prokhorov Ludwig,Algebra,66
2181,Stepanov Gordey,PE,78
2191,Komissarov Klim,Art,66
2192,Veselov Anton,Health,78
2195,Bespalov Mitrofan,Art,78
2196,Komissarov Klim,English,78
2199,Lobanov Ernest,Geography,78
2203,Ilyin Mechislav,Biology,78
2204,Stepanov Gordey,PE,78
2205,Stepanov Gordey,English,66
2207,Boris Kulikov,PE,78
2208,Boris Kulikov,PE,66
2210,Boris Kulikov,Algebra,78
2213,Rusakov Yuri,Chemistry,78
2214,Sukhanov Arsen,Chemistry,78
2215,Boris Kulikov,Chemistry,78
2224,Prokhorov Ludwig,Geometry,78
2227,Ilyin Mechislav,Biology,78
2228,Boris Kulikov,Geography,66
2229,Sukhanov Arsen,Art,66
2230,Prokhorov Ludwig,Chemistry,78
2231,Veselov Anton,Chemistry,78
2232,Stepanov Gordey,Algebra,66
2233,Boris Kulikov,Geography,78
2238,Veselov Anton,History,66
2239,Stepanov Gordey,Geography,66
2244,Ilyin Mechislav,History,78
2247,Rusakov Yuri,PE,78
2252,Sukhanov Arsen,Health,66
2258,Bespalov Mitrofan,Geometry,66
2261,Bespalov Mitrofan,Biology,66
2265,Stepanov Gordey,Algebra,78
2266,Bespalov Mitrofan,Art,78
2268,Boris Kulikov,Biology,78
2273,Stepanov Gordey,History,78
2277,Ilyin Mechislav,History,78
2285,Boris Kulikov,Health,66
2286,Veselov Anton,Geometry,66
2287,Bespalov Mitrofan,Geometry,66
2288,Boris Kulikov,Algebra,78
2293,Prokhorov Ludwig,Geography,66
2295,Ilyin Mechislav,English,66
2297,Ilyin Mechislav,Geometry,66
2302,Ilyin Mechislav,Art,78
2304,Bespalov Mitrofan,Chemistry,78
2307,Prokhorov Ludwig,History,78
2309,Stepanov Gordey,Algebra,78
2310,Lobanov Ernest,Art,78
2315,Rusakov Yuri,English,78
2316,Lobanov Ernest,Health,66
2317,Lobanov Ernest,Chemistry,66
2319,Bespalov Mitrofan,History,66
2322,Stepanov Gordey,Health,78
2324,Rusakov Yuri,Geography,78
2328,Komissarov Klim,Health,66
2330,Lobanov Ernest,Geometry,78
2336,Ilyin Mechislav,Art,66
2337,Boris Kulikov,PE,66
2338,Sukhanov Arsen,Art,78
2344,Veselov Anton,Chemistry,78
2349,Komissarov Klim,English,66
2357,Stepanov Gordey,History,66
2360,Lobanov Ernest,Algebra,66
2362,Prokhorov Ludwig,Geometry,78
2363,Stepanov Gordey,Algebra,78
2364,Prokhorov Ludwig,PE,78
2365,Boris Kulikov,Geometry,78
2366,Komissarov Klim,Art,66
2369,Boris Kulikov,English,66
2375,Komissarov Klim,History,66
2378,Komissarov Klim,English,66
2380,Sukhanov Arsen,Art,78
2385,Boris Kulikov,Biology,78
2386,Boris Kulikov,Art,78
2389,Prokhorov Ludwig,History,66
2394,Komissarov Klim,Geometry,78
2396,Ilyin Mechislav,PE,78
2398,Boris Kulikov,Chemistry,78
2399,Bespalov Mitrofan,Geometry,78
2406,Komissarov Klim,PE,66
2407,Sukhanov Arsen,English,66
2408,Lobanov Ernest,Geography,78
